,score,creation_date,body
108,0.0,2011-06-30 11:47:24.023000+00:00,"<p>Instead of ""max-width: 32%"", what if you put ""width: 100%""? If you want an image to fit it's container's width, you should put it's width as 100%. However, I can't visualize your layout properly, so this may not be what you are looking for.</p>"
111,0.0,2013-08-23 11:36:09.447000+00:00,"Ah that work, thanks. I was sure I was doing something silly :)"
112,0.0,2011-10-08 14:51:55.723000+00:00,"hi,thanks for your response.  I only included the code that had my service in it because I thought the rest was boilerplate.  the schema definition is indeed in my file and I have updated my question with the full file.  Thanks, P."
114,0.0,2012-08-17 07:05:32.123000+00:00,The part about 3 slash is what I want. Thank you.
115,0.0,2010-02-18 19:27:14.017000+00:00,"Ahhhh - I think this is what I'm looking for. I'll try it tomorrow, now I'll get for a Pizza an Beer. It's evening here..."
116,4.0,2017-09-22 02:19:35.357000+00:00,"@Kostadin: missed to answer this before... he doesn't  want to get all files matching a pattern, he wants to know if there is ANY"
117,0.0,2014-02-14 11:37:31.930000+00:00,You should edit your post and add the code for the rows and columns count.
119,0.0,2013-05-29 17:51:52.727000+00:00,"Ah, stupid me! I was combining the code from two posts, and commented on the wrong one! Thanks again :)"
120,1.0,2012-11-13 19:02:50.683000+00:00,I like `ISNULL` over `COALESCE`
121,0.0,2016-01-08 07:14:20.713000+00:00,"Hi all, may i know, why facebook login page display as blank n asp.net(4.0) in IE11? thanks."
123,0.0,2011-11-25 20:26:21.707000+00:00,"This works if the image is actually included in the project but fails when you include the file by using ""Add Existing Item"" then clicking ""Add As Link""."
124,0.0,2014-02-07 14:03:37.597000+00:00,"""IP works and hostname does not work"" - indicates there's a problem with DNS functions. You should check in that area. Do all hosts resolve to correct IPs. No conflicts/duplicates etc."
125,0.0,2016-06-01 18:15:35.643000+00:00,"Yes, I built on the earlier answer because it was not obvious to me how to properly override the `$log` service in a test.  As mentioned here, `$provide` must be injected using `module`."
126,0.0,2013-07-26 00:19:25.757000+00:00,Why is this marked as the accepted answer? ZVenue should provide an answer to his own question describing the WFNSRAON method and choose that one as accepted.
127,0.0,2012-01-11 13:08:12.867000+00:00,@larsmans: Does windows has any other system call which can replace fork() and sleep()?
130,0.0,2013-12-25 16:36:35.540000+00:00,My repository local path is correct: C:\User\user\m2\repository. But why maven did not download all described libs.
132,0.0,2019-02-06 03:51:32.213000+00:00,An implementation of this answer: [c# code to find corner vertex and calculate determinant of angle at that vertex.](https://stackoverflow.com/a/54546353/199364)
134,0.0,2012-08-11 22:34:28.020000+00:00,"Just test it - add to global `var operableIds = Dictionary<int, object>`- before call recursion's method and remove after. And if we have a ring when we add a object id into `operableIds` it is in dictionary."
136,0.0,2010-10-02 12:56:45.890000+00:00,"@Jon Hanna - does not (AFAIK), i will find an article proving that."
137,0.0,2012-02-07 14:12:40.010000+00:00,@canuckistani: Now if only `xhr` implemented proper `onload` and `onevent` properties ;) Web developers might be used to `onreadystatechange` but I consider it an ugly solution.
138,0.0,2014-03-03 08:21:42.013000+00:00,How can we know which is line number 168??? You Should to show some of your stack trace
139,0.0,2010-10-04 16:40:07.970000+00:00,"1 in 10 seems about right in my experience as well, maybe a little lower like 1 in 15 at my current job.  I think it would be higher if more people realized the could change it."
140,0.0,2012-07-09 23:51:31.090000+00:00,"Piece combination is probably the way to go. You'd have something like `if (pieceA.dependsOn(pieceB) && pieceB.dependsOn(pieceA)) combine(pieceA, pieceB);`"
141,0.0,2012-08-22 05:43:36.767000+00:00,@RMDan Learn something every day :)
142,0.0,2012-02-17 03:31:51.103000+00:00,"Thanks Jamie, that work for now!!   I tested only with 2 dataset, I will go to test with more now!!"
143,0.0,2010-06-23 03:49:35.480000+00:00,ok turns out that xcode doesnt like having the BASE_SDK set in the xcconfig file. if you totally remove it from build settings the dropdown doesnt ive you a choice what basesdk to compile against (simulator or device)
144,1.0,2010-03-21 00:14:59.787000+00:00,"It is, but the notion of a 'type' is much more mutable, since fields appear by usage rather than definition.  In this sense, Python is strongly typed, but the types themselves are subject to change.  This can be very powerful, but there are also advantages to working within a language with well thought out restrictions."
145,0.0,2011-12-02 07:12:31.130000+00:00,"I'm sorry but in VB.NET  i cannot do this things :
st = dc_card(ByVal icdev, cardmode, snr)

no like in VB6, i can write ByVal when calling dc_card function, but in VB.NET it's not allowed.

Now i'm passing to another method to finish this proeject. Thanks anyway fot your answer Mark :)"
146,0.0,2013-10-22 17:21:08.997000+00:00,"Trevor i have the mousemove i can do it with this variables i have:  previousState = currentState;
            currentState = Mouse.GetState();  but in the IF statemwnt that check if mouse move and leftdown how do i know if i rotate the terrain left right up down like i did with the keys ? with keys its simple W is UP S is DOWN but with the mouse how do i know when i moved the mouse left right up down inside the IF statement ?"
147,0.0,2013-03-31 17:21:33.283000+00:00,I thought that may be the case.
148,0.0,2011-08-29 15:43:15.020000+00:00,I think it depends on how the algorithm handles equal values. But your function will basically return `0` when `a` is smaller which means that `a` and `b` are equal. The fact that  I cannot find a counter example does not mean that your method will always work ;)
149,0.0,2011-05-17 13:37:58.413000+00:00,"@Digital Stone - My only change I would make to what you said in your second comment there is that I would make sure to read about MVVM or MVP or similar BEFORE you start learning WPF/XAML. You don't need to go in-depth into it, but just make sure you understand the general concepts. It'll make your life alot easier in understanding why people wrote the WPF/XAML code the way they did when you're looking at examples."
151,0.0,2014-05-09 20:14:51.677000+00:00,That's it.  Thanks so much!!
152,0.0,2010-11-09 02:34:17.620000+00:00,"@davivid - That's important too but not everything. For example, you need to be considerate about putting appropriate `alt=""""` attributes in images so that if a text reader or screen reader comes across it, it'll know (and more importantly the USER will know) what it is. Check out [this site](http://www.w3.org/WAI/intro/wcag.php) for some more info on web accessibility."
153,0.0,2019-04-25 20:28:28.137000+00:00,"The  ""--scheme tms"" parameter solved everything for me, Thanks!"
154,0.0,2013-01-25 18:00:40.377000+00:00,@MiguelMatos that is correct. Order doesn't matter as long as it's consistent
155,0.0,2009-06-10 04:11:02.523000+00:00,"+1 for ActiveScaffold. For a newspaper website, I've done Issue -> Section -> Article -> Image in nested scaffolding."
158,0.0,2009-08-30 20:12:24.257000+00:00,"...since it will only change the master container's X and Y, not actually causing the non-visible parts to be rendered, right? It's just a variable. Question 4: the link of what you made looks nice. Is the source public? Or can I see how you've done it? Would maybe answer some of my questions. Question 5: what do you mean with an object pool, just an array with objects? Question 6: haXe looks great, first time I see it. Do you recommend me to learn that language and rewrite the whole client again with that language? It's meant for a huge project, a 2d game as you probably know by now. Thanks!"
159,1.0,2014-02-27 06:51:15.663000+00:00,"Just to add to this, JavaScript validation is usually used for the visual aspect of form validation, such as highlighting the text area red if the input was wrong, or some other similar visual effect. PHP is used for the security aspect, ie the actual validation of the form, and is also great for adding dynamic text as it can be imbedded straight into your HTML form"
160,0.0,2013-03-05 17:17:56.657000+00:00,"I believe you, it makes sense."
161,0.0,2014-08-29 16:50:45.900000+00:00,"""just logging the error is effectively the same as hiding it"" - No It isn't. Many a time we don't want to handle the exception or do something when exception occurs. But its important to know if there is anything wrong happening around. So whatever be the case. One should log the exception trace."
163,0.0,2011-08-07 00:48:35.123000+00:00,"i changed permissions on those symlinks and their associated dirs to 777. That should be enough, no?"
164,0.0,2012-11-05 13:11:35.917000+00:00,column percentage-c shows the percentage when I type = 'C' and porcentagem pourcentage when I display type = 'M' for the sum works perfectly
165,0.0,2012-11-26 05:39:03.023000+00:00,"Another strange thing I'm not understanding-when I refresh the page, the checkbox is staying checked.  It should be unchecked..."
167,0.0,2014-05-20 12:14:01.593000+00:00,"I have edited to show the full method that should work. If it does not work still please can you provide more helpful feedback than ""I have an error"", what the error message is, where it is thrown etc. Thanks"
168,0.0,2013-06-04 14:27:33.530000+00:00,I just named it color2. but are your calling the navlinks with classes like color2? otherwise you have to change the class name :) I don't know how your style class is called :)
169,2.0,2012-01-31 12:03:30.263000+00:00,"You can also make it the default for a database: `ALTER DATABASE db SET search_path = ...` or even for a particular user/database combination (on 9.1): `ALTER ROLE user IN DATABASE db SET search_path = ...`, but if you use these settings too much they can cause confusion, and note that it's not clear when they get dumped."
170,0.0,2013-06-16 18:44:50.973000+00:00,"@DougGlancy Yes, I originally had `Count > 0` but there is always at least one character left. It could be worked around, but I'm not too concerned now. My original intention was to `Duplicate` the entire Range and use Replace on this, but this method only copies the range-markers and properties, not the content. It then occurred to me to create a new document and copy the content to this, so that I could perform the replacements without having to Undo. Anyway, I was just exploring the possibilities. Never mind. Regards, Andy."
171,0.0,2011-12-21 07:43:29.623000+00:00,Thanks alfa it may be happen...but i am new to android so for me it is impossible but anyway thanks for your time
173,1.0,2011-06-06 09:10:40.757000+00:00,"@Tony I think the reason is to maintain coherence between the declarations and the definition, while not exposing the internal details (the const-ness).  The alternative, IMHO, would be to ban the const on the declarations, but use it on the definition (but I think one compiler rejects this, even if it is legal).  Anyway, you're right that it doesn't apply here: there is no externally visible declaration, separate from the catch block."
175,0.0,2010-04-19 20:56:19.007000+00:00,"Most of us can do something halfway clever with a Taylor series to implement a function, but finding a really fast way to compute such a function is going to take specialized knowledge, and may vary depending on platform.  You're probably better off just taking somebody else's source and running."
176,1.0,2014-08-27 14:49:34.837000+00:00,"+1, but I have a few suggested improvements: if the JSON fragment in the question happens to be part of a larger JSON containing more than just the list of key-value pairs, this converter will try to convert everything and fail, due to the fact that `CanConvert` always returns true.  It would be better if `CanConvert` only returned true when `objectType == List<Tuple<string,string>>`.  Also, you should implement `CanWrite` to return false if `WriteJson` isn't implemented.  `CanRead` returns true by default in the base JsonConverter, so you don't need to override that one."
178,0.0,2014-07-31 19:40:55.833000+00:00,"Merge operation: http://msdn.microsoft.com/en-us/library/bb510625.aspx. The bottom line is that if I need to, say, update the timestamp of 10000 rows, and insert 50 more, it takes a very long time."
180,0.0,2012-05-10 13:01:42.787000+00:00,"hey, thanks for your response. what if I move my existing amazon instance to larger/smaller instance, can that be a problem? i mean since amazon has in their record my old key for that instance so is there any chance that my new key wont work then for sshing?"
181,0.0,2012-07-11 19:18:56.240000+00:00,"I tried your solution with document.write and without, but it doesn't work."
182,0.0,2013-11-15 01:17:12.193000+00:00,"Thanks! I tried importing a JRuby on Rails project into IntelliJ and it didn't show many of the directories and files. Like you said, creating a new project works. IntelliJ needs to show the root folder in the Project view, not some of the subfolders."
185,0.0,2010-09-30 16:06:17.767000+00:00,"@Piotr Those things are called custom model metadata providers. But I do think that it's quite an overhead to write them by Yourself. Quite tricky. But yeah, MvcExtensions would show You how to do that if You want to go that way: http://bit.ly/aIlaLh. And You might find useful this presentation: http://bit.ly/aFOMJH."
187,1.0,2017-10-05 09:42:28.053000+00:00,"@colmde Looks like the DateTimePicker will always use the OS culture, not the one of your app. See https://support.microsoft.com/en-us/help/889834/the-datetimepicker-and-monthcalendar-control-do-not-reflect-the-curren"
189,0.0,2010-12-09 06:18:49.210000+00:00,"No, not yet I am afraid. It is not yet online, and we need to fix this before it goes live. I will try to make a page that shows the issue, but I need to do so on a site where I have access to log files.. Thanks for your participation"
190,0.0,2010-09-02 19:01:56.720000+00:00,"Thanks, yeah this was a bit flaky in my mind. Now I can see it clearly."
191,0.0,2013-03-28 15:56:17.080000+00:00,"Hmm, I'll check it out, but previous attempts to view this data failed due to its long-wispy-gray-beardedness; see http://stackoverflow.com/questions/15301469/how-can-i-determine-what-version-sql-server-compact-a-table-is"
192,0.0,2012-09-30 16:28:34.970000+00:00,"ok, well, this is the method for making a multi-dimensional array and I thought that is what you asked for, but maybe I misunderstood."
193,0.0,2011-10-12 16:24:16.797000+00:00,"oh, I focused on the `//this fails`"
196,0.0,2014-01-16 00:44:51.873000+00:00,"<link rel=""stylesheet"" href=""/var/www/FTS/screen.css"">
This is what I currently have for my absolute path to css but its not working still. Any suggestions?"
197,0.0,2010-12-14 03:34:25.873000+00:00,"Thanks, wow ""traverse"" is not the name I would have thought of for that function."
198,1.0,2014-10-01 12:17:11.443000+00:00,"https://github.com/kaleidos/grails-postgresql-extensions postgresql ranges are still in development. I'm going to implement a simple reservation domain based on the view with a standard start and end date. The domain constraint repeats the database constraint, violating DRY (don't repeat yourself)"
199,0.0,2011-08-06 17:35:58.653000+00:00,"Thank you for your answer, I'm sure writing a parser might be a better idea after all."
201,1.0,2011-04-11 18:58:16.170000+00:00,"Just a well-known tip: parseInt(a,10) can be replaced by ~~a for performance boost."
202,0.0,2010-11-22 06:58:53.737000+00:00,"Yes, every time I manually terminate the MSBuild command prompt the nunit-agent stays around."
203,0.0,2013-08-18 08:20:37.637000+00:00,Thank you so much. I followed exactly the instructions on this website without any success.
204,0.0,2012-11-29 14:20:54.310000+00:00,"OK, the issue seems to be that the style only applies to an implicitly generated TextBlock"
205,0.0,2011-11-03 15:25:26.940000+00:00,"However there are drawbacks too. (1) I'm pretty sure there will be some extra code generated, you're creating a temporary obj with non-trivial d'tor (perhaps this is insignificant). (2) I don't like the idea of auto-move-semantics. By such you may loose the object without even noticing it! Suppose you have a function that receives `WrapperRef<Derived>&`, and eventually decides not to take the ownership of the object. But this is too late: the object is already stolen by the temporary, and after the function call it will be deleted!"
206,1.0,2014-06-29 13:51:45.877000+00:00,"Thank you Andrew, I'm afraid you're quite right: PayPal REST API are long way behind the Classic API.
I've found a tricky way to force immediate payment that it seems to be working: append ""&useraction=commit"" to the approval_url
The no shipping instead is still an open issue as mentioned here: https://github.com/paypal/rest-api-sdk-python/wiki/Existing-Issues-and-Unavailable%5CUpcoming-features
The sad thing is that PayPal made me waste time because afaik they don't state clearly that paypal rest isn't complete as paypal classic (except for the link mentioned before that is not easy to find)"
207,0.0,2012-06-07 17:58:49.897000+00:00,"If it crashes, it will likely stay in the running state until you stop and start it from the console/API, as a crash is probably from the OS level. As for hardware failure, the Amazon page on EBS can give you a little more information regarding your options. http://aws.amazon.com/ebs/"
208,0.0,2013-03-21 10:57:52.497000+00:00,Just give a rough idea with a dummy variable name.
209,0.0,2012-01-13 15:31:13.333000+00:00,"Well, then it does sound like something has managed to get out of sync or corrupted somehow, if a clone of the repo, with the working tree identical to the original one, works normally. It's a little hard to believe, since this is a fairly well-tested core part of Git, but if you're confident it's a spurious error, you could report it to the Git mailing list."
210,0.0,2013-02-08 03:20:09.047000+00:00,Don't think this will work -- grouping by partnumber won't return your  max prices -- see fiddle: http://sqlfiddle.com/#!3/f0b43/2 -- group by categoryId only.  Kind regards.
211,0.0,2014-08-31 08:37:44.583000+00:00,This does not work sometime I get 180 sometimes 10 sometimes 30
213,0.0,2014-08-29 13:30:56.667000+00:00,The second query pulled the data correctly. Thanks!
215,0.0,2013-06-05 18:12:43.110000+00:00,"Or perhaps, many *smaller* exceptions in different ways from different (new) callers."
216,0.0,2014-11-07 20:20:34.570000+00:00,"@heinob: SB correct me if I'm wrong: if you had a large prime P, N numbers n(i), and N secret keys s(i) random in [0, P), then n(i)+s(i) mod P is encrypted.  Then sum(n(i)+s(i)) mod P is sum(n(i)) mod P, encrypted with sum(s(i)) mod P.  Does that sound right?"
217,0.0,2011-06-30 11:51:46.070000+00:00,"Well, I don't want a single image to fill up all the available space (except in case the container is narrower than 320px - above 320px, I'd want two images to fit in the available width, above 480px - three, and so on)."
